text,phonetic,part_of_speech,definition_en,definition_vi,example_en,example_vi,level
share,/ʃeər/,verb,to divide or give a part to others,chia sẻ,She shares her food with her friend.,Cô ấy chia sẻ thức ăn với bạn.,A2
shelf,/ʃelf/,noun,a flat surface fixed to a wall for storing things,giá kệ,The books are on the top shelf.,Sách ở trên kệ trên cùng.,A2
sign,/saɪn/,noun,a board with words or pictures giving information,biển hiệu,Follow the road signs carefully.,Tuân theo biển báo đường cẩn thận.,A2
simple,/ˈsɪm.pəl/,adjective,easy to do or understand,đơn giản,The instructions are simple to follow.,Hướng dẫn rất đơn giản để làm theo.,A2
slow,/sləʊ/,adjective,not fast in movement or action,chậm,The turtle is slow but steady.,Con rùa chậm nhưng vững chắc.,A2
sound,/saʊnd/,noun,something that you can hear,âm thanh,I heard a strange sound outside.,Tôi nghe thấy một âm thanh lạ bên ngoài.,A2
spring,/sprɪŋ/,noun,the season between winter and summer,mùa xuân,Flowers bloom in spring.,Hoa nở vào mùa xuân.,A2
succeed,/səkˈsiːd/,verb,to achieve what you are trying to do,thành công,Work hard and you will succeed.,Làm việc chăm chỉ và bạn sẽ thành công.,A2
suddenly,/ˈsʌd.ən.li/,adverb,happening quickly and unexpectedly,đột nhiên,Suddenly the lights went out.,Đột nhiên đèn tắt.,A2
sweet,/swiːt/,adjective,having a taste like sugar,ngọt,This mango is very sweet.,Quả xoài này rất ngọt.,A2
taxi,/ˈtæk.si/,noun,a car hired to take passengers to places,xe taxi,She took a taxi to the station.,Cô ấy đi taxi đến ga.,A2
throw,/θrəʊ/,verb,to send something through the air with your hand,ném,He threw the ball to his friend.,Anh ấy ném bóng cho bạn.,A2
today,/təˈdeɪ/,adverb,on this present day,hôm nay,What are you doing today?,Hôm nay bạn đang làm gì?,A2
tomorrow,/təˈmɒr.əʊ/,adverb,on the day after today,ngày mai,I will call you tomorrow.,Tôi sẽ gọi cho bạn vào ngày mai.,A2
top,/tɒp/,noun,the highest point of something,đỉnh,She reached the top of the mountain.,Cô ấy leo đến đỉnh núi.,A2
trouble,/ˈtrʌb.əl/,noun,a problem or difficulty,rắc rối,He got into trouble at school.,Anh ấy gặp rắc rối ở trường.,A2
truth,/truːθ/,noun,the real facts about something,sự thật,Always tell the truth.,Luôn nói sự thật.,A2
type,/taɪp/,noun,a group of things with similar characteristics,loại,What type of music do you like?,Bạn thích loại nhạc gì?,A2
ugly,/ˈʌɡ.li/,adjective,unpleasant to look at,xấu xí,The building looks ugly.,Tòa nhà trông xấu xí.,A2
useful,/ˈjuːs.fəl/,adjective,helping you to do things effectively,hữu ích,A dictionary is a useful tool.,Từ điển là một công cụ hữu ích.,A2
village,/ˈvɪl.ɪdʒ/,noun,a small community in the countryside,ngôi làng,She grew up in a small village.,Cô ấy lớn lên trong một ngôi làng nhỏ.,A2
wallet,/ˈwɒl.ɪt/,noun,a small flat case for carrying money and cards,ví,He left his wallet on the bus.,Anh ấy để quên ví trên xe buýt.,A2
weekend,/ˌwiːkˈend/,noun,Saturday and Sunday,cuối tuần,We relax at home on weekends.,Chúng tôi thư giãn ở nhà vào cuối tuần.,A2
wide,/waɪd/,adjective,measuring a large distance from side to side,rộng,The river is wide here.,Con sông rộng ở đây.,A2
wild,/waɪld/,adjective,living in nature and not tamed by humans,hoang dã,Wild animals live in the forest.,Động vật hoang dã sống trong rừng.,A2
wish,/wɪʃ/,verb,to want something that may be difficult to achieve,ước muốn,I wish I could travel the world.,Tôi ước mình có thể đi khắp thế giới.,A2
yard,/jɑːd/,noun,an outdoor area next to a house,sân,The children play in the yard.,Bọn trẻ chơi trong sân.,A2
account,/əˈkaʊnt/,noun,a record of financial transactions at a bank,tài khoản,She opened a new bank account.,Cô ấy mở một tài khoản ngân hàng mới.,B1
accurate,/ˈæk.jʊ.rɪt/,adjective,correct in all details,chính xác,The report must be accurate.,Báo cáo phải chính xác.,B1
actual,/ˈæk.tʃu.əl/,adjective,existing in reality,thực tế,What is the actual cost?,Chi phí thực tế là bao nhiêu?,B1
adapt,/əˈdæpt/,verb,to change to suit new conditions,thích nghi,She adapted quickly to the new environment.,Cô ấy thích nghi nhanh với môi trường mới.,B1
ambition,/æmˈbɪʃ.ən/,noun,a strong desire to achieve something,tham vọng,Her ambition is to become a doctor.,Tham vọng của cô ấy là trở thành bác sĩ.,B1
announce,/əˈnaʊns/,verb,to make something known publicly,thông báo,The teacher announced the exam date.,Giáo viên thông báo ngày thi.,B1
annual,/ˈæn.ju.əl/,adjective,happening once every year,hàng năm,The company holds an annual meeting.,Công ty tổ chức cuộc họp hàng năm.,B1
anxiety,/æŋˈzaɪ.ɪ.ti/,noun,a feeling of worry and nervousness,lo lắng,She felt anxiety before the interview.,Cô ấy cảm thấy lo lắng trước cuộc phỏng vấn.,B1
appreciate,/əˈpriː.ʃi.eɪt/,verb,to recognise the value or importance of something,đánh giá cao,I appreciate your help.,Tôi đánh giá cao sự giúp đỡ của bạn.,B1
assess,/əˈses/,verb,to evaluate the quality or importance of something,đánh giá,Teachers assess students through tests.,Giáo viên đánh giá học sinh qua bài kiểm tra.,B1
attract,/əˈtrækt/,verb,to cause someone to come or give attention,thu hút,The festival attracts thousands of visitors.,Lễ hội thu hút hàng ngàn du khách.,B1
basis,/ˈbeɪ.sɪs/,noun,the foundation or starting point for something,cơ sở,On the basis of evidence he was found guilty.,Dựa trên bằng chứng anh ấy bị kết tội.,B1
capable,/ˈkeɪ.pə.bəl/,adjective,having the ability or skill to do something,có khả năng,She is capable of solving difficult problems.,Cô ấy có khả năng giải quyết các vấn đề khó.,B1
category,/ˈkæt.ɪ.ɡər.i/,noun,a group of things with similar features,danh mục,This word falls into the adjective category.,Từ này thuộc danh mục tính từ.,B1
choice,/tʃɔɪs/,noun,the act of selecting between options,sự lựa chọn,You have a choice between two options.,Bạn có sự lựa chọn giữa hai lựa chọn.,B1
circumstance,/ˈsɜː.kəm.stæns/,noun,a condition that affects a situation,hoàn cảnh,Under the circumstances she did very well.,Trong hoàn cảnh đó cô ấy đã làm rất tốt.,B1
clearly,/ˈklɪər.li/,adverb,in a way that is easy to understand,rõ ràng,Please speak more clearly.,Vui lòng nói rõ ràng hơn.,B1
commit,/kəˈmɪt/,verb,to dedicate yourself fully to something,cam kết,She committed herself to learning English.,Cô ấy cam kết học tiếng Anh.,B1
common,/ˈkɒm.ən/,adjective,found often or in many places,phổ biến,English is a common second language.,Tiếng Anh là ngôn ngữ thứ hai phổ biến.,B1
concerned,/kənˈsɜːnd/,adjective,worried or anxious about something,lo lắng,She was concerned about her health.,Cô ấy lo lắng về sức khỏe của mình.,B1
conclusion,/kənˈkluː.ʒən/,noun,a decision made after thinking carefully,kết luận,What conclusion did you reach?,Bạn đã đưa ra kết luận gì?,B1
context,/ˈkɒn.tekst/,noun,the situation that something exists or happens in,bối cảnh,You need to understand the context.,Bạn cần hiểu bối cảnh.,B1
contribution,/ˌkɒn.trɪˈbjuː.ʃən/,noun,something given to help achieve a result,đóng góp,Her contribution to the project was valuable.,Đóng góp của cô ấy cho dự án rất có giá trị.,B1
convince,/kənˈvɪns/,verb,to make someone believe something is true,thuyết phục,She convinced me to try the new restaurant.,Cô ấy thuyết phục tôi thử nhà hàng mới.,B1
cope,/kəʊp/,verb,to deal successfully with a difficult situation,đối phó,She learned to cope with stress.,Cô ấy học cách đối phó với căng thẳng.,B1
critical,/ˈkrɪt.ɪ.kəl/,adjective,extremely important or serious,quan trọng,It is critical to check your work.,Việc kiểm tra lại bài rất quan trọng.,B1
cycle,/ˈsaɪ.kəl/,noun,a series of events that repeat in a regular order,chu kỳ,The water cycle is essential for life.,Chu kỳ nước rất cần thiết cho sự sống.,B1
decision,/dɪˈsɪʒ.ən/,noun,a choice made after thinking carefully,quyết định,She made a difficult decision.,Cô ấy đưa ra một quyết định khó khăn.,B1
decline,/dɪˈklaɪn/,verb,to become smaller weaker or worse,giảm sút,Her health declined rapidly.,Sức khỏe của cô ấy giảm sút nhanh chóng.,B1
define,/dɪˈfaɪn/,verb,to explain the meaning of a word or idea,định nghĩa,Define the word in your own words.,Hãy định nghĩa từ đó theo cách của bạn.,B1
definitely,/ˈdef.ɪ.nɪt.li/,adverb,without any doubt,chắc chắn,I will definitely come to your party.,Tôi chắc chắn sẽ đến bữa tiệc của bạn.,B1
demand,/dɪˈmɑːnd/,noun,a strong request or need for something,nhu cầu,There is a high demand for English teachers.,Nhu cầu về giáo viên tiếng Anh rất cao.,B1
demonstrate,/ˈdem.ən.streɪt/,verb,to show or prove something clearly,chứng minh,She demonstrated how to use the software.,Cô ấy trình bày cách sử dụng phần mềm.,B1
depend,/dɪˈpend/,verb,to need something or someone for support,phụ thuộc,Children depend on their parents.,Trẻ em phụ thuộc vào cha mẹ.,B1
determine,/dɪˈtɜː.mɪn/,verb,to decide or find out something,xác định,We need to determine the cause.,Chúng ta cần xác định nguyên nhân.,B1
digital,/ˈdɪdʒ.ɪ.tɪl/,adjective,relating to computer technology and the internet,kỹ thuật số,We live in a digital age.,Chúng ta đang sống trong thời đại kỹ thuật số.,B1
disadvantage,/ˌdɪs.ədˈvɑːn.tɪdʒ/,noun,a condition that causes difficulty,bất lợi,There are advantages and disadvantages.,Có những lợi thế và bất lợi.,B1
earn,/ɜːn/,verb,to receive money in return for work done,kiếm được,She earns a good salary.,Cô ấy kiếm được mức lương tốt.,B1
economy,/ɪˈkɒn.ə.mi/,noun,the system of trade and industry in a country,nền kinh tế,The economy grew by three percent.,Nền kinh tế tăng trưởng ba phần trăm.,B1
education,/ˌedʒ.uˈkeɪ.ʃən/,noun,the process of teaching and learning,giáo dục,Education is the key to success.,Giáo dục là chìa khóa của thành công.,B1
engage,/ɪnˈɡeɪdʒ/,verb,to take part in or attract interest,tham gia,She engages students with fun activities.,Cô ấy thu hút học sinh bằng các hoạt động thú vị.,B1
enormous,/ɪˈnɔː.məs/,adjective,very large in size or amount,khổng lồ,The task requires enormous effort.,Nhiệm vụ này đòi hỏi nỗ lực khổng lồ.,B1
ensure,/ɪnˈʃɔːr/,verb,to make certain that something happens,đảm bảo,Please ensure all doors are locked.,Vui lòng đảm bảo tất cả cửa đã khóa.,B1
entire,/ɪnˈtaɪər/,adjective,complete or whole,toàn bộ,She read the entire book in one day.,Cô ấy đọc toàn bộ cuốn sách trong một ngày.,B1
equal,/ˈiː.kwəl/,adjective,the same in size amount or value,bằng nhau,Everyone deserves equal opportunities.,Mọi người đều xứng đáng có cơ hội bình đẳng.,B1
evaluate,/ɪˈvæl.ju.eɪt/,verb,to judge the value or quality of something,đánh giá,They evaluated her performance.,Họ đánh giá hiệu suất của cô ấy.,B1
excellent,/ˈek.sə.lənt/,adjective,extremely good,xuất sắc,She did an excellent job.,Cô ấy đã làm một công việc xuất sắc.,B1
expand,/ɪkˈspænd/,verb,to increase in size or amount,mở rộng,The company plans to expand overseas.,Công ty có kế hoạch mở rộng ra nước ngoài.,B1
factor,/ˈfæk.tər/,noun,something that influences a result or situation,yếu tố,Price is an important factor.,Giá cả là một yếu tố quan trọng.,B1
finally,/ˈfaɪ.nə.li/,adverb,at the end after a long time,cuối cùng,Finally she passed the driving test.,Cuối cùng cô ấy đã đậu bằng lái xe.,B1
financial,/faɪˈnæn.ʃəl/,adjective,relating to money and finance,tài chính,She has financial difficulties.,Cô ấy gặp khó khăn tài chính.,B1
foundation,/faʊnˈdeɪ.ʃən/,noun,the basis on which something is built,nền tảng,A good education is a strong foundation.,Giáo dục tốt là nền tảng vững chắc.,B1
function,/ˈfʌŋk.ʃən/,noun,the purpose or role of something,chức năng,What is the function of this button?,Chức năng của nút này là gì?,B1
generation,/ˌdʒen.əˈreɪ.ʃən/,noun,all the people born around the same time,thế hệ,The younger generation loves technology.,Thế hệ trẻ yêu thích công nghệ.,B1
genuine,/ˈdʒen.ju.ɪn/,adjective,truly what it claims to be,thật sự,She showed genuine interest in learning.,Cô ấy thể hiện sự quan tâm thật sự đến việc học.,B1
growth,/ɡrəʊθ/,noun,the process of increasing in size or amount,sự tăng trưởng,The company reported strong growth.,Công ty báo cáo tăng trưởng mạnh.,B1
guide,/ɡaɪd/,verb,to show someone the way or how to do something,hướng dẫn,She guided the tourists around the city.,Cô ấy hướng dẫn du khách đi vòng quanh thành phố.,B1
habit,/ˈhæb.ɪt/,noun,something done regularly and automatically,thói quen,Reading is a good habit to develop.,Đọc sách là thói quen tốt cần phát triển.,B1
honest,/ˈɒn.ɪst/,adjective,always telling the truth,trung thực,She is honest and reliable.,Cô ấy trung thực và đáng tin cậy.,B1
ideal,/aɪˈdɪəl/,adjective,perfect or most suitable for a purpose,lý tưởng,This is the ideal time to study abroad.,Đây là thời điểm lý tưởng để du học.,B1
impact,/ˈɪm.pækt/,noun,a strong effect on something,tác động,Technology has a big impact on education.,Công nghệ có tác động lớn đến giáo dục.,B1
implement,/ˈɪm.plɪ.ment/,verb,to put a plan or decision into action,thực hiện,They implemented the new policy last month.,Họ thực hiện chính sách mới vào tháng trước.,B1
indicate,/ˈɪn.dɪ.keɪt/,verb,to show or point to something,chỉ ra,The data indicates a positive trend.,Dữ liệu chỉ ra một xu hướng tích cực.,B1
inspire,/ɪnˈspaɪər/,verb,to make someone want to do something great,truyền cảm hứng,Her speech inspired many students.,Bài phát biểu của cô ấy truyền cảm hứng cho nhiều học sinh.,B1
involve,/ɪnˈvɒlv/,verb,to include or affect someone in something,liên quan đến,The project involves many people.,Dự án liên quan đến nhiều người.,B1
lack,/læk/,verb,to not have enough of something,thiếu,She lacks confidence in speaking.,Cô ấy thiếu tự tin khi nói chuyện.,B1
maintain,/meɪnˈteɪn/,verb,to keep something in good condition,duy trì,It is important to maintain good habits.,Điều quan trọng là duy trì thói quen tốt.,B1
mental,/ˈmen.tɪl/,adjective,relating to the mind or thinking,tinh thần,Mental health is as important as physical health.,Sức khỏe tinh thần quan trọng như sức khỏe thể chất.,B1
motivate,/ˈməʊ.tɪ.veɪt/,verb,to give someone a reason to do something,tạo động lực,She motivates her students to work hard.,Cô ấy tạo động lực cho học sinh làm việc chăm chỉ.,B1
outcome,/ˈaʊt.kʌm/,noun,the result or effect of an action,kết quả,The outcome of the meeting was positive.,Kết quả của cuộc họp rất tích cực.,B1
overcome,/ˌəʊ.vəˈkʌm/,verb,to successfully deal with a problem,vượt qua,She overcame her fear of speaking in public.,Cô ấy vượt qua nỗi sợ phát biểu trước đám đông.,B1
pattern,/ˈpæt.ən/,noun,a regular arrangement or repeating design,mô hình,She noticed a pattern in the data.,Cô ấy nhận thấy một mô hình trong dữ liệu.,B1
perspective,/pəˈspek.tɪv/,noun,a particular way of thinking about something,quan điểm,From my perspective this is a great idea.,Theo quan điểm của tôi đây là ý tưởng hay.,B1
physical,/ˈfɪz.ɪ.kəl/,adjective,relating to the body rather than the mind,thể chất,Regular physical activity is good for health.,Hoạt động thể chất thường xuyên tốt cho sức khỏe.,B1
potential,/pəˈten.ʃəl/,noun,qualities that may develop in the future,tiềm năng,She has great potential as a leader.,Cô ấy có tiềm năng lớn như một nhà lãnh đạo.,B1
previous,/ˈpriː.vi.əs/,adjective,existing or happening before the present time,trước đây,She worked at her previous company for five years.,Cô ấy làm việc tại công ty trước đó năm năm.,B1
produce,/prəˈdjuːs/,verb,to make or create something,sản xuất,This factory produces cars.,Nhà máy này sản xuất xe ô tô.,B1
promote,/prəˈməʊt/,verb,to help something develop or succeed,thúc đẩy,We should promote healthy lifestyles.,Chúng ta nên thúc đẩy lối sống lành mạnh.,B1
proposal,/prəˈpəʊ.zəl/,noun,a plan or suggestion put forward,đề xuất,She submitted a proposal to the manager.,Cô ấy nộp đề xuất cho quản lý.,B1
prove,/pruːv/,verb,to show that something is true,chứng minh,She proved that she could do the job.,Cô ấy chứng minh rằng mình có thể làm công việc đó.,B1
publish,/ˈpʌb.lɪʃ/,verb,to produce a book or article for people to read,xuất bản,She published her first novel last year.,Cô ấy xuất bản cuốn tiểu thuyết đầu tiên vào năm ngoái.,B1
reasonable,/ˈriː.zə.nə.bəl/,adjective,fair and sensible,hợp lý,That is a reasonable request.,Đó là một yêu cầu hợp lý.,B1
recognize,/ˈrek.əɡ.naɪz/,verb,to identify someone or something from before,nhận ra,I recognised him from the photo.,Tôi nhận ra anh ấy từ bức ảnh.,B1
relevant,/ˈrel.ɪ.vənt/,adjective,directly related to the subject,liên quan,Give only relevant information.,Chỉ cung cấp thông tin liên quan.,B1
reliable,/rɪˈlaɪ.ə.bəl/,adjective,able to be trusted or depended on,đáng tin cậy,She is a reliable and hardworking employee.,Cô ấy là nhân viên đáng tin cậy và chăm chỉ.,B1
resolve,/rɪˈzɒlv/,verb,to find a solution to a problem,giải quyết,They resolved the issue quickly.,Họ giải quyết vấn đề nhanh chóng.,B1
reveal,/rɪˈviːl/,verb,to make something known that was hidden,tiết lộ,The report revealed some surprising facts.,Báo cáo tiết lộ một số sự thật ngạc nhiên.,B1
role,/rəʊl/,noun,the purpose or function of someone in a situation,vai trò,She plays an important role in the team.,Cô ấy đóng vai trò quan trọng trong nhóm.,B1
significant,/sɪɡˈnɪf.ɪ.kənt/,adjective,important or large enough to have an effect,đáng kể,There has been a significant improvement.,Đã có sự cải thiện đáng kể.,B1
solution,/səˈluː.ʃən/,noun,a way of solving a problem,giải pháp,We found a solution to the problem.,Chúng tôi tìm ra giải pháp cho vấn đề.,B1
statement,/ˈsteɪt.mənt/,noun,a formal declaration of something,tuyên bố,She made a statement to the press.,Cô ấy đưa ra tuyên bố cho báo chí.,B1
strategy,/ˈstræt.ɪ.dʒi/,noun,a plan designed to achieve a goal,chiến lược,She developed a strategy to improve sales.,Cô ấy phát triển chiến lược để cải thiện doanh số.,B1
structure,/ˈstrʌk.tʃər/,noun,the way parts are arranged or organised,cấu trúc,The sentence structure is correct.,Cấu trúc câu đúng.,B1
task,/tɑːsk/,noun,a piece of work that needs to be done,nhiệm vụ,Complete this task by Friday.,Hoàn thành nhiệm vụ này trước thứ Sáu.,B1
topic,/ˈtɒp.ɪk/,noun,the subject of a discussion or piece of writing,chủ đề,The topic of today's lesson is grammar.,Chủ đề bài học hôm nay là ngữ pháp.,B1
transfer,/ˈtræns.fɜːr/,verb,to move something from one place to another,chuyển,She transferred money to her account.,Cô ấy chuyển tiền vào tài khoản của mình.,B1
transform,/trænsˈfɔːm/,verb,to change something completely,biến đổi,Exercise can transform your health.,Tập thể dục có thể biến đổi sức khỏe của bạn.,B1
trend,/trend/,noun,a general direction in which something changes,xu hướng,Working from home is a growing trend.,Làm việc tại nhà là xu hướng ngày càng phát triển.,B1
unexpected,/ˌʌn.ɪkˈspek.tɪd/,adjective,not expected to happen,bất ngờ,The news was unexpected.,Tin tức thật bất ngờ.,B1
valuable,/ˈvæl.jʊ.bəl/,adjective,worth a lot of money or very useful,có giá trị,This is a valuable lesson.,Đây là một bài học có giá trị.,B1
various,/ˈveər.i.əs/,adjective,having a number of different types,khác nhau,She has worked in various fields.,Cô ấy đã làm việc trong nhiều lĩnh vực khác nhau.,B1
version,/ˈvɜː.ʃən/,noun,a particular form of something,phiên bản,Download the latest version of the app.,Tải phiên bản mới nhất của ứng dụng.,B1
vision,/ˈvɪʒ.ən/,noun,the ability to see or a plan for the future,tầm nhìn,She has a clear vision for the company.,Cô ấy có tầm nhìn rõ ràng cho công ty.,B1
widespread,/ˈwaɪd.spred/,adjective,affecting many people or places,rộng rãi,The use of smartphones is widespread.,Việc sử dụng điện thoại thông minh rất rộng rãi.,B1
abstract,/ˈæb.strækt/,adjective,based on ideas rather than concrete objects,trừu tượng,Mathematics can seem abstract to beginners.,Toán học có vẻ trừu tượng với người mới bắt đầu.,B2
advocate,/ˈæd.və.keɪt/,verb,to publicly support a cause or policy,ủng hộ,She advocates for environmental protection.,Cô ấy ủng hộ bảo vệ môi trường.,B2
allocate,/ˈæl.ə.keɪt/,verb,to give resources or duties to a particular purpose,phân bổ,The government allocated funds to education.,Chính phủ phân bổ kinh phí cho giáo dục.,B2
ambitious,/æmˈbɪʃ.əs/,adjective,having a strong desire to succeed,đầy tham vọng,She is ambitious and works very hard.,Cô ấy đầy tham vọng và làm việc rất chăm chỉ.,B2
apparent,/əˈpær.ənt/,adjective,clearly visible or obvious,rõ ràng,It is apparent that she is very talented.,Rõ ràng là cô ấy rất tài năng.,B2
assert,/əˈsɜːt/,verb,to state something confidently and strongly,khẳng định,She asserted that she was innocent.,Cô ấy khẳng định rằng mình vô tội.,B2
assumption,/əˈsʌmp.ʃən/,noun,something believed to be true without proof,giả định,We should not make assumptions.,Chúng ta không nên đưa ra giả định.,B2
coherent,/kəʊˈhɪər.ənt/,adjective,logical and consistent throughout,nhất quán,Her argument was clear and coherent.,Lập luận của cô ấy rõ ràng và nhất quán.,B2
collaborate,/kəˈlæb.ər.eɪt/,verb,to work together with others on a project,cộng tác,The two teams collaborated on the research.,Hai nhóm cộng tác nghiên cứu cùng nhau.,B2
compensate,/ˈkɒm.pən.seɪt/,verb,to give something to balance a loss,bù đắp,The company compensated workers for overtime.,Công ty bù đắp cho công nhân làm thêm giờ.,B2
comprehensive,/ˌkɒm.prɪˈhen.sɪv/,adjective,covering everything completely,toàn diện,She wrote a comprehensive report.,Cô ấy viết một báo cáo toàn diện.,B2
concept,/ˈkɒn.sept/,noun,an abstract idea or principle,khái niệm,The concept of justice is complex.,Khái niệm về công lý rất phức tạp.,B2
conflict,/ˈkɒn.flɪkt/,noun,a serious disagreement or argument,xung đột,They tried to resolve the conflict peacefully.,Họ cố gắng giải quyết xung đột một cách hòa bình.,B2
consequence,/ˈkɒn.sɪ.kwəns/,noun,a result or effect of an action,hậu quả,Think about the consequences of your actions.,Hãy suy nghĩ về hậu quả của hành động của bạn.,B2
controversial,/ˌkɒn.trəˈvɜː.ʃəl/,adjective,causing strong disagreement or debate,gây tranh cãi,The new law is controversial.,Luật mới gây tranh cãi.,B2
coordinate,/kəʊˈɔː.dɪ.neɪt/,verb,to organise activities so they work together,phối hợp,She coordinates the team's activities.,Cô ấy phối hợp các hoạt động của nhóm.,B2
core,/kɔːr/,noun,the most important or central part,cốt lõi,Critical thinking is a core skill.,Tư duy phản biện là kỹ năng cốt lõi.,B2
credible,/ˈkred.ɪ.bəl/,adjective,able to be trusted or believed,đáng tin,She is a credible source of information.,Cô ấy là nguồn thông tin đáng tin cậy.,B2
criteria,/kraɪˈtɪər.i.ə/,noun,standards used for judging or deciding,tiêu chí,What are the criteria for selection?,Các tiêu chí lựa chọn là gì?,B2
crucial,/ˈkruː.ʃəl/,adjective,extremely important for success,thiết yếu,It is crucial to practice every day.,Việc luyện tập mỗi ngày là thiết yếu.,B2
dedicate,/ˈded.ɪ.keɪt/,verb,to give time or effort to a purpose,cống hiến,She dedicated her career to helping others.,Cô ấy cống hiến sự nghiệp để giúp đỡ người khác.,B2
derive,/dɪˈraɪv/,verb,to get or develop something from a source,xuất phát từ,The word derives from Latin.,Từ này xuất phát từ tiếng Latinh.,B2
device,/dɪˈvaɪs/,noun,a piece of equipment made for a purpose,thiết bị,She uses a device to monitor her health.,Cô ấy dùng thiết bị để theo dõi sức khỏe.,B2
distinguish,/dɪˈstɪŋ.ɡwɪʃ/,verb,to recognise the difference between things,phân biệt,Can you distinguish between the two sounds?,Bạn có thể phân biệt hai âm thanh đó không?,B2
diverse,/daɪˈvɜːs/,adjective,showing a great deal of variety,đa dạng,The city has a diverse population.,Thành phố có dân số đa dạng.,B2
dominant,/ˈdɒm.ɪ.nənt/,adjective,most important powerful or influential,thống trị,English is the dominant language in business.,Tiếng Anh là ngôn ngữ thống trị trong kinh doanh.,B2
elaborate,/ɪˈlæb.ər.ɪt/,adjective,containing many carefully arranged details,chi tiết,She gave an elaborate explanation.,Cô ấy đưa ra một giải thích chi tiết.,B2
eliminate,/ɪˈlɪm.ɪ.neɪt/,verb,to completely remove or get rid of,loại bỏ,We need to eliminate unnecessary steps.,Chúng ta cần loại bỏ các bước không cần thiết.,B2
emerge,/ɪˈmɜːdʒ/,verb,to appear or become known,xuất hiện,A new leader emerged from the group.,Một nhà lãnh đạo mới xuất hiện từ nhóm.,B2
enforce,/ɪnˈfɔːs/,verb,to make sure rules or laws are obeyed,thực thi,The police enforce traffic laws.,Cảnh sát thực thi luật giao thông.,B2
ethical,/ˈeθ.ɪ.kəl/,adjective,relating to beliefs about right and wrong,đạo đức,The company follows ethical business practices.,Công ty tuân theo các thực hành kinh doanh đạo đức.,B2
evolve,/ɪˈvɒlv/,verb,to develop gradually over time,tiến hóa,Language evolves over centuries.,Ngôn ngữ tiến hóa qua nhiều thế kỷ.,B2
explicit,/ɪkˈsplɪs.ɪt/,adjective,stated clearly and in detail,rõ ràng cụ thể,Please give explicit instructions.,Vui lòng đưa ra hướng dẫn rõ ràng cụ thể.,B2
facilitate,/fəˈsɪl.ɪ.teɪt/,verb,to make a process easier,tạo điều kiện,Good communication facilitates teamwork.,Giao tiếp tốt tạo điều kiện cho làm việc nhóm.,B2
framework,/ˈfreɪm.wɜːk/,noun,a system of rules or ideas that form a structure,khung,They developed a framework for the project.,Họ phát triển một khung cho dự án.,B2
fundamental,/ˌfʌn.dəˈmen.tɪl/,adjective,forming the most basic or essential part,cơ bản,Trust is fundamental to any relationship.,Sự tin tưởng là điều cơ bản trong mọi mối quan hệ.,B2
generate,/ˈdʒen.ər.eɪt/,verb,to produce or create something,tạo ra,This project will generate new jobs.,Dự án này sẽ tạo ra việc làm mới.,B2
hypothesis,/haɪˈpɒθ.ɪ.sɪs/,noun,an idea used as a starting point for research,giả thuyết,The scientist tested her hypothesis.,Nhà khoa học kiểm tra giả thuyết của mình.,B2
implication,/ˌɪm.plɪˈkeɪ.ʃən/,noun,a possible consequence or meaning,hàm ý,What are the implications of this decision?,Những hàm ý của quyết định này là gì?,B2
inevitable,/ɪˈnev.ɪ.tə.bəl/,adjective,certain to happen and unable to be avoided,không thể tránh khỏi,Change is inevitable in life.,Thay đổi là không thể tránh khỏi trong cuộc sống.,B2
inherent,/ɪnˈhɪər.ənt/,adjective,existing as a natural and permanent part,vốn có,There are inherent risks in every business.,Có những rủi ro vốn có trong mọi doanh nghiệp.,B2
innovative,/ˈɪn.ə.veɪ.tɪv/,adjective,using new methods or ideas,đổi mới sáng tạo,They introduced an innovative approach.,Họ giới thiệu một cách tiếp cận đổi mới sáng tạo.,B2
insight,/ˈɪn.saɪt/,noun,a deep and accurate understanding,sự hiểu biết sâu sắc,She shared useful insights from her experience.,Cô ấy chia sẻ những hiểu biết hữu ích từ kinh nghiệm.,B2
institution,/ˌɪn.stɪˈtjuː.ʃən/,noun,an established organisation or building,tổ chức,A university is an educational institution.,Trường đại học là một tổ chức giáo dục.,B2
interpret,/ɪnˈtɜː.prɪt/,verb,to understand something in a particular way,diễn giải,She interpreted the poem differently.,Cô ấy diễn giải bài thơ theo cách khác.,B2
justify,/ˈdʒʌs.tɪ.faɪ/,verb,to give a good reason for doing something,biện minh,Can you justify your decision?,Bạn có thể biện minh cho quyết định của mình không?,B2
legislation,/ˌledʒ.ɪˈsleɪ.ʃən/,noun,laws that have been passed by a government,luật pháp,New legislation protects workers' rights.,Luật pháp mới bảo vệ quyền của người lao động.,B2
logical,/ˈlɒdʒ.ɪ.kəl/,adjective,using clear and sensible reasoning,hợp lý / logic,Her explanation was very logical.,Giải thích của cô ấy rất logic.,B2
mechanism,/ˈmek.ə.nɪ.z ə m/,noun,a system or process that achieves a result,cơ chế,What is the mechanism behind this process?,Cơ chế đằng sau quá trình này là gì?,B2
moderate,/ˈmɒd.ər.ɪt/,adjective,not extreme or excessive,vừa phải,Exercise at a moderate pace.,Tập thể dục với nhịp độ vừa phải.,B2
mutual,/ˈmjuː.tʃu.əl/,adjective,shared by or affecting both parties,lẫn nhau,They have mutual respect for each other.,Họ tôn trọng lẫn nhau.,B2
